"season","gamedate","team","opponent","home","win"
2015,2016-03-20,"ORL","TOR",0,0
2015,2016-03-20,"TOR","ORL",1,1
2015,2016-03-20,"NYK","SAC",1,0
2015,2016-03-20,"DAL","POR",1,1
2015,2016-03-19,"CHA","DEN",1,0
2015,2016-03-19,"MIA","CLE",1,1
2015,2016-03-19,"ATL","HOU",1,1
2015,2016-03-19,"CHI","UTA",1,1
2015,2016-03-19,"WAS","NYK",1,1
2015,2016-03-19,"UTA","CHI",0,0
2015,2016-03-19,"IND","OKC",1,0
2015,2016-03-19,"MEM","LAC",1,1
2015,2016-03-19,"OKC","IND",0,1
2015,2016-03-19,"BKN","DET",0,0
2015,2016-03-19,"GSW","SAS",0,0
2015,2016-03-19,"DET","BKN",1,1
2015,2016-03-19,"NYK","WAS",0,0
2015,2016-03-19,"HOU","ATL",0,0
2015,2016-03-19,"SAS","GSW",1,1
2015,2016-03-19,"CLE","MIA",0,0
2015,2016-03-19,"LAC","MEM",0,0
2015,2016-03-19,"DEN","CHA",0,1
2015,2016-03-18,"SAC","DET",0,0
2015,2016-03-18,"POR","NOP",0,1
2015,2016-03-18,"PHI","OKC",1,0
2015,2016-03-18,"NOP","POR",1,0
2015,2016-03-18,"PHX","LAL",0,1
2015,2016-03-18,"TOR","BOS",1,1
2015,2016-03-18,"HOU","MIN",1,1
2015,2016-03-18,"CLE","ORL",0,1
2015,2016-03-18,"LAL","PHX",1,0
2015,2016-03-18,"ORL","CLE",1,0
2015,2016-03-18,"DAL","GSW",1,0
2015,2016-03-18,"BOS","TOR",0,0
2015,2016-03-18,"GSW","DAL",0,1
2015,2016-03-18,"DET","SAC",1,1
2015,2016-03-18,"OKC","PHI",0,1
2015,2016-03-18,"MIN","HOU",0,0
2015,2016-03-17,"DEN","ATL",0,0
2015,2016-03-17,"UTA","PHX",1,1
2015,2016-03-17,"MEM","MIL",0,0
2015,2016-03-17,"ATL","DEN",1,1
2015,2016-03-17,"CHI","BKN",1,1
2015,2016-03-17,"IND","TOR",1,0
2015,2016-03-17,"PHX","UTA",0,0
2015,2016-03-17,"PHI","WAS",1,0
2015,2016-03-17,"POR","SAS",0,0
2015,2016-03-17,"CHA","MIA",0,1
2015,2016-03-17,"BKN","CHI",0,0
2015,2016-03-17,"WAS","PHI",0,1
2015,2016-03-17,"MIL","MEM",1,1
2015,2016-03-17,"MIA","CHA",1,0
2015,2016-03-17,"TOR","IND",0,1
2015,2016-03-17,"SAS","POR",1,1
2015,2016-03-16,"BOS","OKC",1,0
2015,2016-03-16,"DET","ATL",1,0
2015,2016-03-16,"CHI","WAS",0,0
2015,2016-03-16,"SAC","NOP",1,0
2015,2016-03-16,"HOU","LAC",1,0
2015,2016-03-16,"GSW","NYK",1,1
2015,2016-03-16,"ATL","DET",0,1
2015,2016-03-16,"ORL","CHA",0,0
2015,2016-03-16,"MIN","MEM",0,1
2015,2016-03-16,"WAS","CHI",1,1
2015,2016-03-16,"NOP","SAC",0,1
2015,2016-03-16,"MEM","MIN",1,0
2015,2016-03-16,"NYK","GSW",0,0
2015,2016-03-16,"LAC","HOU",0,1
2015,2016-03-16,"OKC","BOS",0,1
2015,2016-03-16,"DAL","CLE",0,0
2015,2016-03-16,"CHA","ORL",1,1
2015,2016-03-16,"CLE","DAL",1,1
2015,2016-03-15,"ORL","DEN",1,1
2015,2016-03-15,"BOS","IND",0,0
2015,2016-03-15,"PHI","BKN",0,0
2015,2016-03-15,"MIL","TOR",1,0
2015,2016-03-15,"SAS","LAC",1,1
2015,2016-03-15,"DEN","ORL",0,0
2015,2016-03-15,"LAC","SAS",0,0
2015,2016-03-15,"TOR","MIL",0,1
2015,2016-03-15,"SAC","LAL",0,1
2015,2016-03-15,"LAL","SAC",1,0
2015,2016-03-15,"IND","BOS",1,1
2015,2016-03-15,"BKN","PHI",1,1
2015,2016-03-14,"UTA","CLE",1,1
2015,2016-03-14,"WAS","DET",1,1
2015,2016-03-14,"MIN","PHX",0,0
2015,2016-03-14,"POR","OKC",0,0
2015,2016-03-14,"CLE","UTA",0,0
2015,2016-03-14,"CHI","TOR",0,1
2015,2016-03-14,"OKC","POR",1,1
2015,2016-03-14,"HOU","MEM",1,1
2015,2016-03-14,"NOP","GSW",0,0
2015,2016-03-14,"MIA","DEN",1,1
2015,2016-03-14,"TOR","CHI",1,0
2015,2016-03-14,"PHX","MIN",1,1
2015,2016-03-14,"MEM","HOU",0,0
2015,2016-03-14,"DEN","MIA",0,0
2015,2016-03-14,"CHA","DAL",1,0
2015,2016-03-14,"GSW","NOP",1,1
2015,2016-03-14,"DET","WAS",0,0
2015,2016-03-14,"DAL","CHA",0,1
2015,2016-03-13,"LAL","NYK",1,0
2015,2016-03-13,"BKN","MIL",1,0
2015,2016-03-13,"LAC","CLE",1,0
2015,2016-03-13,"ATL","IND",1,1
2015,2016-03-13,"UTA","SAC",0,1
2015,2016-03-13,"MIL","BKN",0,1
2015,2016-03-13,"CLE","LAC",0,1
2015,2016-03-13,"IND","ATL",0,0
2015,2016-03-13,"SAC","UTA",1,0
2015,2016-03-13,"NYK","LAL",0,1
2015,2016-03-12,"NOP","MIL",0,0
2015,2016-03-12,"CHA","HOU",1,1
2015,2016-03-12,"ATL","MEM",1,1
2015,2016-03-12,"DET","PHI",0,1
2015,2016-03-12,"WAS","DEN",0,0
2015,2016-03-12,"MEM","ATL",0,0
2015,2016-03-12,"TOR","MIA",1,1
2015,2016-03-12,"DAL","IND",1,0
2015,2016-03-12,"OKC","SAS",0,0
2015,2016-03-12,"DEN","WAS",1,1
2015,2016-03-12,"SAS","OKC",1,1
2015,2016-03-12,"GSW","PHX",1,1
2015,2016-03-12,"HOU","CHA",0,0
2015,2016-03-12,"POR","ORL",1,1
2015,2016-03-12,"PHX","GSW",0,0
2015,2016-03-12,"PHI","DET",1,0
2015,2016-03-12,"MIA","TOR",0,0
2015,2016-03-12,"IND","DAL",0,1
2015,2016-03-12,"MIL","NOP",1,1
2015,2016-03-12,"ORL","POR",0,0
2015,2016-03-11,"OKC","MIN",1,0
2015,2016-03-11,"ORL","SAC",0,1
2015,2016-03-11,"SAC","ORL",1,0
2015,2016-03-11,"MIA","CHI",0,1
2015,2016-03-11,"DET","CHA",0,0
2015,2016-03-11,"NOP","MEM",0,0
2015,2016-03-11,"MIN","OKC",0,1
2015,2016-03-11,"CHI","MIA",1,0
2015,2016-03-11,"LAC","NYK",1,1
2015,2016-03-11,"POR","GSW",0,0
2015,2016-03-11,"BKN","PHI",0,0
2015,2016-03-11,"NYK","LAC",0,0
2015,2016-03-11,"HOU","BOS",0,1
2015,2016-03-11,"BOS","HOU",1,0
2015,2016-03-11,"PHI","BKN",1,1
2015,2016-03-11,"WAS","UTA",0,0
2015,2016-03-11,"MEM","NOP",1,1
2015,2016-03-11,"GSW","POR",1,1
2015,2016-03-11,"UTA","WAS",1,1
2015,2016-03-11,"CHA","DET",1,1
2015,2016-03-10,"DEN","PHX",1,1
2015,2016-03-10,"ATL","TOR",0,0
2015,2016-03-10,"SAS","CHI",1,1
2015,2016-03-10,"LAL","CLE",1,0
2015,2016-03-10,"TOR","ATL",1,1
2015,2016-03-10,"CLE","LAL",0,1
2015,2016-03-10,"CHI","SAS",0,0
2015,2016-03-10,"PHX","DEN",0,0
2015,2016-03-09,"LAC","OKC",0,0
2015,2016-03-09,"DET","DAL",0,1
2015,2016-03-09,"UTA","GSW",0,0
2015,2016-03-09,"GSW","UTA",1,1
2015,2016-03-09,"CHA","NOP",1,1
2015,2016-03-09,"BOS","MEM",1,1
2015,2016-03-09,"DAL","DET",1,0
2015,2016-03-09,"PHX","NYK",1,0
2015,2016-03-09,"SAC","CLE",1,0
2015,2016-03-09,"MIA","MIL",0,0
2015,2016-03-09,"NYK","PHX",0,1
2015,2016-03-09,"OKC","LAC",1,1
2015,2016-03-09,"MIL","MIA",1,1
2015,2016-03-09,"NOP","CHA",0,0
2015,2016-03-09,"CLE","SAC",0,1
2015,2016-03-09,"HOU","PHI",0,1
2015,2016-03-09,"PHI","HOU",1,0
2015,2016-03-09,"MEM","BOS",0,0
2015,2016-03-08,"MIN","SAS",1,0
2015,2016-03-08,"TOR","BKN",1,1
2015,2016-03-08,"ATL","UTA",0,1
2015,2016-03-08,"NYK","DEN",0,0
2015,2016-03-08,"DEN","NYK",1,1
2015,2016-03-08,"BKN","TOR",0,0
2015,2016-03-08,"POR","WAS",1,1
2015,2016-03-08,"ORL","LAL",0,0
2015,2016-03-08,"LAL","ORL",1,1
2015,2016-03-08,"SAS","MIN",0,1
2015,2016-03-08,"UTA","ATL",1,0
2015,2016-03-08,"WAS","POR",0,0
2015,2016-03-07,"LAC","DAL",0,1
2015,2016-03-07,"MEM","CLE",0,1
2015,2016-03-07,"DAL","LAC",1,0
2015,2016-03-07,"MIN","CHA",0,0
2015,2016-03-07,"GSW","ORL",1,1
2015,2016-03-07,"SAC","NOP",0,0
2015,2016-03-07,"ORL","GSW",0,0
2015,2016-03-07,"NOP","SAC",1,1
2015,2016-03-07,"CHA","MIN",1,1
2015,2016-03-07,"SAS","IND",0,0
2015,2016-03-07,"IND","SAS",1,1
2015,2016-03-07,"CLE","MEM",1,0
2015,2016-03-07,"CHI","MIL",1,1
2015,2016-03-07,"MIL","CHI",0,0
2015,2016-03-06,"MIA","PHI",1,1
2015,2016-03-06,"MEM","PHX",1,0
2015,2016-03-06,"MIL","OKC",1,0
2015,2016-03-06,"LAL","GSW",1,1
2015,2016-03-06,"DET","POR",1,1
2015,2016-03-06,"POR","DET",0,0
2015,2016-03-06,"OKC","MIL",0,1
2015,2016-03-06,"GSW","LAL",0,0
2015,2016-03-06,"HOU","TOR",0,1
2015,2016-03-06,"TOR","HOU",1,0
2015,2016-03-06,"PHI","MIA",0,0
2015,2016-03-06,"DAL","DEN",0,0
2015,2016-03-06,"DEN","DAL",1,1
2015,2016-03-06,"PHX","MEM",0,1
2015,2016-03-05,"ATL","LAC",0,1
2015,2016-03-05,"UTA","NOP",0,1
2015,2016-03-05,"CLE","BOS",1,1
2015,2016-03-05,"NOP","UTA",1,0
2015,2016-03-05,"LAC","ATL",1,0
2015,2016-03-05,"DET","NYK",0,0
2015,2016-03-05,"NYK","DET",1,1
2015,2016-03-05,"WAS","IND",1,0
2015,2016-03-05,"BKN","MIN",0,0
2015,2016-03-05,"BOS","CLE",0,0
2015,2016-03-05,"SAS","SAC",1,1
2015,2016-03-05,"IND","WAS",0,1
2015,2016-03-05,"SAC","SAS",0,0
2015,2016-03-05,"CHI","HOU",1,1
2015,2016-03-05,"HOU","CHI",0,0
2015,2016-03-05,"MIN","BKN",1,1
2015,2016-03-04,"MIL","MIN",1,1
2015,2016-03-04,"BOS","NYK",1,1
2015,2016-03-04,"CHA","IND",1,1
2015,2016-03-04,"BKN","DEN",0,1
2015,2016-03-04,"MEM","UTA",1,1
2015,2016-03-04,"DEN","BKN",1,0
2015,2016-03-04,"PHX","ORL",0,1
2015,2016-03-04,"LAL","ATL",1,0
2015,2016-03-04,"NYK","BOS",0,0
2015,2016-03-04,"POR","TOR",0,0
2015,2016-03-04,"ATL","LAL",0,1
2015,2016-03-04,"MIN","MIL",0,0
2015,2016-03-04,"TOR","POR",1,1
2015,2016-03-04,"CLE","WAS",1,1
2015,2016-03-04,"ORL","PHX",1,0
2015,2016-03-04,"PHI","MIA",1,0
2015,2016-03-04,"UTA","MEM",0,0
2015,2016-03-04,"MIA","PHI",0,1
2015,2016-03-04,"WAS","CLE",0,0
2015,2016-03-04,"IND","CHA",0,0
2015,2016-03-03,"NOP","SAS",1,0
2015,2016-03-03,"GSW","OKC",1,1
2015,2016-03-03,"SAC","DAL",0,1
2015,2016-03-03,"OKC","GSW",0,0
2015,2016-03-03,"PHX","MIA",0,0
2015,2016-03-03,"SAS","NOP",0,1
2015,2016-03-03,"MIA","PHX",1,1
2015,2016-03-03,"DAL","SAC",1,0
2015,2016-03-02,"CHI","ORL",0,0
2015,2016-03-02,"HOU","NOP",1,1
2015,2016-03-02,"PHI","CHA",1,0
2015,2016-03-02,"ORL","CHI",1,1
2015,2016-03-02,"SAS","DET",1,1
2015,2016-03-02,"UTA","TOR",0,0
2015,2016-03-02,"TOR","UTA",1,1
2015,2016-03-02,"MIN","WAS",1,0
2015,2016-03-02,"NOP","HOU",0,0
2015,2016-03-02,"POR","BOS",0,0
2015,2016-03-02,"OKC","LAC",0,0
2015,2016-03-02,"LAL","DEN",0,0
2015,2016-03-02,"BOS","POR",1,1
2015,2016-03-02,"MIL","IND",1,0
2015,2016-03-02,"WAS","MIN",0,1
2015,2016-03-02,"DEN","LAL",1,1
2015,2016-03-02,"IND","MIL",0,1
2015,2016-03-02,"LAC","OKC",1,1
2015,2016-03-02,"CHA","PHI",0,1
2015,2016-03-02,"MEM","SAC",1,1
2015,2016-03-02,"SAC","MEM",0,0
2015,2016-03-02,"DET","SAS",0,0
2015,2016-03-01,"CHI","MIA",0,0
2015,2016-03-01,"GSW","ATL",1,1
2015,2016-03-01,"ATL","GSW",0,0
2015,2016-03-01,"MIA","CHI",1,1
2015,2016-03-01,"BKN","LAL",0,0
2015,2016-03-01,"LAL","BKN",1,1
2015,2016-03-01,"PHX","CHA",0,0
2015,2016-03-01,"POR","NYK",0,1
2015,2016-03-01,"DAL","ORL",1,1
2015,2016-03-01,"CHA","PHX",1,1
2015,2016-03-01,"NYK","POR",1,0
2015,2016-03-01,"ORL","DAL",0,0
2015,2016-02-29,"PHI","WAS",0,0
2015,2016-02-29,"OKC","SAC",0,1
2015,2016-02-29,"DEN","MEM",1,0
2015,2016-02-29,"BKN","LAC",0,0
2015,2016-02-29,"MIL","HOU",1,1
2015,2016-02-29,"IND","CLE",0,0
2015,2016-02-29,"BOS","UTA",1,1
2015,2016-02-29,"SAC","OKC",1,0
2015,2016-02-29,"WAS","PHI",1,1
2015,2016-02-29,"HOU","MIL",0,0
2015,2016-02-29,"UTA","BOS",0,0
2015,2016-02-29,"CLE","IND",1,1
2015,2016-02-29,"LAC","BKN",1,1
2015,2016-02-29,"MEM","DEN",0,1
2015,2016-02-28,"DAL","MIN",1,1
2015,2016-02-28,"WAS","CLE",1,1
2015,2016-02-28,"NYK","MIA",1,0
2015,2016-02-28,"PHI","ORL",0,0
2015,2016-02-28,"ORL","PHI",1,1
2015,2016-02-28,"CHA","ATL",0,0
2015,2016-02-28,"IND","POR",1,0
2015,2016-02-28,"CLE","WAS",0,0
2015,2016-02-28,"TOR","DET",0,0
2015,2016-02-28,"MIA","NYK",0,1
2015,2016-02-28,"POR","IND",0,1
2015,2016-02-28,"MIN","DAL",0,0
2015,2016-02-28,"ATL","CHA",1,1
2015,2016-02-28,"DET","TOR",1,1
2015,2016-02-27,"PHX","MEM",1,1
2015,2016-02-27,"POR","CHI",0,1
2015,2016-02-27,"MIN","NOP",0,1
2015,2016-02-27,"MIL","DET",1,0
2015,2016-02-27,"BOS","MIA",1,1
2015,2016-02-27,"OKC","GSW",1,0
2015,2016-02-27,"HOU","SAS",1,0
2015,2016-02-27,"MEM","PHX",0,0
2015,2016-02-27,"CHI","POR",1,0
2015,2016-02-27,"UTA","BKN",1,0
2015,2016-02-27,"DET","MIL",0,1
2015,2016-02-27,"GSW","OKC",0,1
2015,2016-02-27,"MIA","BOS",0,0
2015,2016-02-27,"BKN","UTA",0,1
2015,2016-02-27,"SAS","HOU",0,1
2015,2016-02-27,"NOP","MIN",1,0
2015,2016-02-26,"NYK","ORL",1,1
2015,2016-02-26,"DAL","DEN",1,1
2015,2016-02-26,"TOR","CLE",1,1
2015,2016-02-26,"ORL","NYK",0,0
2015,2016-02-26,"PHI","WAS",1,0
2015,2016-02-26,"WAS","PHI",0,1
2015,2016-02-26,"SAC","LAC",1,0
2015,2016-02-26,"IND","CHA",1,0
2015,2016-02-26,"LAL","MEM",1,0
2015,2016-02-26,"CLE","TOR",0,0
2015,2016-02-26,"CHA","IND",0,1
2015,2016-02-26,"LAC","SAC",0,1
2015,2016-02-26,"DEN","DAL",0,0
2015,2016-02-26,"MEM","LAL",0,1
2015,2016-02-26,"CHI","ATL",0,0
2015,2016-02-26,"ATL","CHI",1,1
2015,2016-02-25,"SAS","UTA",0,1
2015,2016-02-25,"BKN","PHX",0,1
2015,2016-02-25,"MIL","BOS",0,0
2015,2016-02-25,"BOS","MIL",1,1
2015,2016-02-25,"NOP","OKC",1,1
2015,2016-02-25,"OKC","NOP",0,0
2015,2016-02-25,"HOU","POR",0,1
2015,2016-02-25,"ORL","GSW",1,0
2015,2016-02-25,"GSW","ORL",0,1
2015,2016-02-25,"POR","HOU",1,0
2015,2016-02-25,"UTA","SAS",1,0
2015,2016-02-25,"PHX","BKN",1,0
2015,2016-02-24,"CHA","CLE",0,0
2015,2016-02-24,"CHI","WAS",1,1
2015,2016-02-24,"WAS","CHI",0,0
2015,2016-02-24,"SAS","SAC",0,1
2015,2016-02-24,"IND","NYK",1,1
2015,2016-02-24,"DET","PHI",1,1
2015,2016-02-24,"MIA","GSW",1,0
2015,2016-02-24,"SAC","SAS",1,0
2015,2016-02-24,"GSW","MIA",0,1
2015,2016-02-24,"CLE","CHA",1,1
2015,2016-02-24,"MEM","LAL",1,1
2015,2016-02-24,"NYK","IND",0,0
2015,2016-02-24,"MIN","TOR",0,0
2015,2016-02-24,"TOR","MIN",1,1
2015,2016-02-24,"OKC","DAL",0,1
2015,2016-02-24,"LAL","MEM",0,0
2015,2016-02-24,"DAL","OKC",1,0
2015,2016-02-24,"DEN","LAC",0,1
2015,2016-02-24,"LAC","DEN",1,0
2015,2016-02-24,"PHI","DET",0,0
2015,2016-02-23,"SAC","DEN",0,1
2015,2016-02-23,"POR","BKN",1,1
2015,2016-02-23,"HOU","UTA",0,0
2015,2016-02-23,"WAS","NOP",1,1
2015,2016-02-23,"DEN","SAC",1,0
2015,2016-02-23,"NOP","WAS",0,0
2015,2016-02-23,"BKN","POR",0,0
2015,2016-02-23,"UTA","HOU",1,1
2015,2016-02-23,"ORL","PHI",0,1
2015,2016-02-23,"PHI","ORL",1,0
2015,2016-02-22,"ATL","GSW",1,0
2015,2016-02-22,"GSW","ATL",0,1
2015,2016-02-22,"LAL","MIL",0,0
2015,2016-02-22,"MIA","IND",1,1
2015,2016-02-22,"NYK","TOR",1,0
2015,2016-02-22,"DET","CLE",0,1
2015,2016-02-22,"LAC","PHX",1,1
2015,2016-02-22,"TOR","NYK",0,1
2015,2016-02-22,"BOS","MIN",0,0
2015,2016-02-22,"IND","MIA",0,0
2015,2016-02-22,"MIL","LAL",1,1
2015,2016-02-22,"MIN","BOS",1,1
2015,2016-02-22,"CLE","DET",1,0
2015,2016-02-22,"PHX","LAC",0,0
2015,2016-02-21,"POR","UTA",1,1
2015,2016-02-21,"BKN","CHA",1,0
2015,2016-02-21,"DEN","BOS",1,0
2015,2016-02-21,"CHA","BKN",0,1
2015,2016-02-21,"ORL","IND",1,0
2015,2016-02-21,"DET","NOP",1,0
2015,2016-02-21,"NOP","DET",0,1
2015,2016-02-21,"IND","ORL",0,1
2015,2016-02-21,"CLE","OKC",0,1
2015,2016-02-21,"LAL","CHI",0,0
2015,2016-02-21,"OKC","CLE",1,0
2015,2016-02-21,"DAL","PHI",1,1
2015,2016-02-21,"SAS","PHX",0,1
2015,2016-02-21,"MEM","TOR",0,0
2015,2016-02-21,"TOR","MEM",1,1
2015,2016-02-21,"UTA","POR",0,0
2015,2016-02-21,"PHI","DAL",0,0
2015,2016-02-21,"PHX","SAS",1,0
2015,2016-02-21,"CHI","LAL",1,1
2015,2016-02-21,"BOS","DEN",0,1
2015,2016-02-20,"WAS","MIA",0,0
2015,2016-02-20,"GSW","LAC",0,1
2015,2016-02-20,"NYK","MIN",0,1
2015,2016-02-20,"LAC","GSW",1,0
2015,2016-02-20,"MIA","WAS",1,1
2015,2016-02-20,"MIL","ATL",0,1
2015,2016-02-20,"MIN","NYK",1,0
2015,2016-02-20,"ATL","MIL",1,0
2015,2016-02-19,"GSW","POR",0,0
2015,2016-02-19,"MEM","MIN",1,1
2015,2016-02-19,"MIN","MEM",0,0
2015,2016-02-19,"BOS","UTA",0,0
2015,2016-02-19,"CHI","TOR",1,1
2015,2016-02-19,"LAL","SAS",1,0
2015,2016-02-19,"ORL","DAL",1,1
2015,2016-02-19,"DEN","SAC",0,0
2015,2016-02-19,"SAC","DEN",1,1
2015,2016-02-19,"CHA","MIL",0,1
2015,2016-02-19,"NOP","PHI",1,1
2015,2016-02-19,"ATL","MIA",1,0
2015,2016-02-19,"POR","GSW",1,1
2015,2016-02-19,"PHX","HOU",1,0
2015,2016-02-19,"DET","WAS",0,0
2015,2016-02-19,"NYK","BKN",0,0
2015,2016-02-19,"SAS","LAL",0,1
2015,2016-02-19,"UTA","BOS",1,1
2015,2016-02-19,"PHI","NOP",0,0
2015,2016-02-19,"BKN","NYK",1,1
2015,2016-02-19,"TOR","CHI",0,0
2015,2016-02-19,"OKC","IND",1,0
2015,2016-02-19,"WAS","DET",1,1
2015,2016-02-19,"HOU","PHX",0,1
2015,2016-02-19,"MIA","ATL",0,1
2015,2016-02-19,"IND","OKC",0,1
2015,2016-02-19,"DAL","ORL",0,0
2015,2016-02-19,"MIL","CHA",1,0
2015,2016-02-18,"WAS","UTA",1,1
2015,2016-02-18,"SAS","LAC",0,0
2015,2016-02-18,"UTA","WAS",0,0
2015,2016-02-18,"LAC","SAS",1,1
2015,2016-02-18,"CLE","CHI",1,1
2015,2016-02-18,"CHI","CLE",0,0
2015,2016-02-11,"NOP","OKC",0,0
2015,2016-02-11,"WAS","MIL",0,0
2015,2016-02-11,"MIL","WAS",1,1
2015,2016-02-11,"OKC","NOP",1,1
2015,2016-02-10,"IND","CHA",1,0
2015,2016-02-10,"NOP","UTA",1,1
2015,2016-02-10,"ORL","SAS",1,0
2015,2016-02-10,"LAC","BOS",0,0
2015,2016-02-10,"POR","HOU",1,1
2015,2016-02-10,"MIN","TOR",1,1
2015,2016-02-10,"ATL","CHI",0,1
2015,2016-02-10,"LAL","CLE",0,0
2015,2016-02-10,"TOR","MIN",0,0
2015,2016-02-10,"GSW","PHX",0,1
2015,2016-02-10,"MEM","BKN",0,1
2015,2016-02-10,"CLE","LAL",1,1
2015,2016-02-10,"DET","DEN",1,0
2015,2016-02-10,"PHX","GSW",1,0
2015,2016-02-10,"SAC","PHI",0,1
2015,2016-02-10,"DEN","DET",0,1
2015,2016-02-10,"HOU","POR",0,0
2015,2016-02-10,"UTA","NOP",0,0
2015,2016-02-10,"BKN","MEM",1,0
2015,2016-02-10,"PHI","SAC",1,0
2015,2016-02-10,"SAS","ORL",0,1
2015,2016-02-10,"CHI","ATL",1,0
2015,2016-02-10,"BOS","LAC",1,1
2015,2016-02-10,"CHA","IND",0,1
2015,2016-02-09,"MIL","BOS",1,1
2015,2016-02-09,"DAL","UTA",1,0
2015,2016-02-09,"SAS","MIA",0,1
2015,2016-02-09,"BOS","MIL",0,0
2015,2016-02-09,"UTA","DAL",0,1
2015,2016-02-09,"NYK","WAS",1,0
2015,2016-02-09,"MIA","SAS",1,0
2015,2016-02-09,"HOU","GSW",0,0
2015,2016-02-09,"WAS","NYK",0,1
2015,2016-02-09,"GSW","HOU",1,1
2015,2016-02-08,"CHA","CHI",1,1
2015,2016-02-08,"BKN","DEN",1,1
2015,2016-02-08,"DEN","BKN",0,0
2015,2016-02-08,"SAC","CLE",0,0
2015,2016-02-08,"OKC","PHX",0,1
2015,2016-02-08,"PHX","OKC",1,0
2015,2016-02-08,"CHI","CHA",0,0
2015,2016-02-08,"ATL","ORL",1,0
2015,2016-02-08,"MEM","POR",1,0
2015,2016-02-08,"LAC","PHI",0,1
2015,2016-02-08,"DET","TOR",1,0
2015,2016-02-08,"IND","LAL",1,1
2015,2016-02-08,"CLE","SAC",1,1
2015,2016-02-08,"TOR","DET",0,1
2015,2016-02-08,"NOP","MIN",0,1
2015,2016-02-08,"ORL","ATL",0,1
2015,2016-02-08,"MIN","NOP",1,0
2015,2016-02-08,"LAL","IND",0,0
2015,2016-02-08,"POR","MEM",0,1
2015,2016-02-08,"PHI","LAC",1,0
2015,2016-02-07,"LAC","MIA",0,1
2015,2016-02-07,"SAC","BOS",0,0
2015,2016-02-07,"NYK","DEN",1,0
2015,2016-02-07,"DEN","NYK",0,1
2015,2016-02-07,"BOS","SAC",1,1
2015,2016-02-07,"ORL","ATL",1,1
2015,2016-02-07,"ATL","ORL",0,0
2015,2016-02-07,"MIA","LAC",1,0
2015,2016-02-06,"CHI","MIN",0,0
2015,2016-02-06,"WAS","CHA",0,0
2015,2016-02-06,"MEM","DAL",1,0
2015,2016-02-06,"PHX","UTA",1,0
2015,2016-02-06,"CHA","WAS",1,1
2015,2016-02-06,"POR","HOU",0,1
2015,2016-02-06,"CLE","NOP",1,1
2015,2016-02-06,"IND","DET",1,1
2015,2016-02-06,"NOP","CLE",0,0
2015,2016-02-06,"UTA","PHX",0,1
2015,2016-02-06,"DAL","MEM",0,1
2015,2016-02-06,"HOU","POR",1,0
2015,2016-02-06,"DET","IND",0,0
2015,2016-02-06,"BKN","PHI",0,0
2015,2016-02-06,"OKC","GSW",0,0
2015,2016-02-06,"PHI","BKN",1,1
2015,2016-02-06,"SAS","LAL",1,1
2015,2016-02-06,"MIN","CHI",1,1
2015,2016-02-06,"LAL","SAS",0,0
2015,2016-02-06,"GSW","OKC",1,1
2015,2016-02-05,"MIL","UTA",0,0
2015,2016-02-05,"CHI","DEN",0,0
2015,2016-02-05,"DAL","SAS",1,0
2015,2016-02-05,"CLE","BOS",1,0
2015,2016-02-05,"SAS","DAL",0,1
2015,2016-02-05,"ATL","IND",1,1
2015,2016-02-05,"NYK","MEM",1,0
2015,2016-02-05,"IND","ATL",0,0
2015,2016-02-05,"PHI","WAS",0,0
2015,2016-02-05,"UTA","MIL",1,1
2015,2016-02-05,"MIA","CHA",0,1
2015,2016-02-05,"BKN","SAC",1,1
2015,2016-02-05,"BOS","CLE",0,1
2015,2016-02-05,"LAC","ORL",0,1
2015,2016-02-05,"MEM","NYK",0,1
2015,2016-02-05,"SAC","BKN",0,0
2015,2016-02-05,"CHA","MIA",1,0
2015,2016-02-05,"ORL","LAC",1,0
2015,2016-02-05,"DEN","CHI",1,1
2015,2016-02-05,"WAS","PHI",1,1
2015,2016-02-04,"DET","NYK",1,1
2015,2016-02-04,"TOR","POR",0,1
2015,2016-02-04,"PHX","HOU",1,0
2015,2016-02-04,"NOP","LAL",1,0
2015,2016-02-04,"POR","TOR",1,0
2015,2016-02-04,"HOU","PHX",0,1
2015,2016-02-04,"NYK","DET",0,0
2015,2016-02-04,"LAL","NOP",0,1
2015,2016-02-03,"CLE","CHA",0,0
2015,2016-02-03,"DEN","UTA",0,0
2015,2016-02-03,"CHI","SAC",0,1
2015,2016-02-03,"MIA","DAL",0,1
2015,2016-02-03,"NOP","SAS",0,0
2015,2016-02-03,"MIN","LAC",0,1
2015,2016-02-03,"CHA","CLE",1,1
2015,2016-02-03,"DET","BOS",0,0
2015,2016-02-03,"DAL","MIA",1,0
2015,2016-02-03,"BKN","IND",1,0
2015,2016-02-03,"ATL","PHI",0,1
2015,2016-02-03,"LAC","MIN",1,0
2015,2016-02-03,"OKC","ORL",1,1
2015,2016-02-03,"BOS","DET",1,1
2015,2016-02-03,"GSW","WAS",0,1
2015,2016-02-03,"PHI","ATL",1,0
2015,2016-02-03,"UTA","DEN",1,1
2015,2016-02-03,"WAS","GSW",1,0
2015,2016-02-03,"SAS","NOP",1,1
2015,2016-02-03,"ORL","OKC",0,0
2015,2016-02-03,"SAC","CHI",1,0
2015,2016-02-03,"IND","BKN",0,1
2015,2016-02-02,"LAL","MIN",1,1
2015,2016-02-02,"POR","MIL",1,1
2015,2016-02-02,"MIL","POR",0,0
